Found 570 ships
<47.87595°N 3.906905°W @ 2013-10-01T09:06:00
<47.87594°N 3.906893°W @ 2013-10-01T09:15:00
<47.87594°N 3.906893°W @ 2013-10-01T09:24:00
<47.87594°N 3.906893°W @ 2013-10-01T09:34:00
<47.87593°N 3.906895°W @ 2013-10-01T09:44:00
<47.87593°N 3.906893°W @ 2013-10-01T09:57:00
<47.87593°N 3.906888°W @ 2013-10-01T10:17:00
<47.87593°N 3.90689°W @ 2013-10-01T10:26:00
<47.87594°N 3.90689°W @ 2013-10-01T10:47:00
<47.87593°N 3.90689°W @ 2013-10-01T10:57:00
<47.87593°N 3.90688°W @ 2013-10-01T11:06:00
<47.87593°N 3.906887°W @ 2013-10-01T11:16:00
<47.87593°N 3.906883°W @ 2013-10-01T11:27:00
<47.87593°N 3.906888°W @ 2013-10-01T11:37:00
<47.87593°N 3.906898°W @ 2013-10-01T11:48:00
<47.87593°N 3.906895°W @ 2013-10-01T11:58:00
<47.87593°N 3.906897°W @ 2013-10-01T12:07:00
<47.87593°N 3.906895°W @ 2013-10-01T12:16:00
<47.87593°N 3.9069°W @ 2013-10-01T12:25:00
<47.87594°N 3.906888°W @ 2013-10-01T12:35:00
<47.87593°N 3.906888°W @ 2013-10-01T12:44:00
<47.87593°N 3.906903°W @ 2013-10-01T12:54:00
<47.87592°N 3.90691°W @ 2013-10-01T13:03:00
<47.87591°N 3.906902°W @ 2013-10-01T13:24:00
<47.87593°N 3.906898°W @ 2013-10-01T13:34:00
<47.87594°N 3.906843°W @ 2013-10-01T14:33:00
<47.87594°N 3.906843°W @ 2013-10-01T14:53:00
<47.87595°N 3.90685°W @ 2013-10-01T15:34:00
<47.87595°N 3.90685°W @ 2013-10-01T15:45:00
<47.87594°N 3.906848°W @ 2013-10-01T17:13:00
<47.87594°N 3.90685°W @ 2013-10-01T17:23:00
<47.87594°N 3.90685°W @ 2013-10-01T17:42:00
<47.87594°N 3.90685°W @ 2013-10-01T17:52:00
<47.87592°N 3.906858°W @ 2013-10-01T18:39:00
<47.87593°N 3.906863°W @ 2013-10-01T19:49:00
<47.87593°N 3.906857°W @ 2013-10-01T20:11:00
<47.87593°N 3.906857°W @ 2013-10-01T20:22:00
<47.87593°N 3.906853°W @ 2013-10-01T20:32:00
<47.87593°N 3.906863°W @ 2013-10-01T20:41:00
<47.87593°N 3.906863°W @ 2013-10-01T20:59:00
<47.87593°N 3.906863°W @ 2013-10-01T21:08:00
<47.87593°N 3.906862°W @ 2013-10-01T21:18:00
<47.87593°N 3.906865°W @ 2013-10-01T21:28:00
<47.87593°N 3.906865°W @ 2013-10-01T21:37:00
<47.87593°N 3.90687°W @ 2013-10-01T21:47:00
DIAOULIC SOLO SAILOR (65 positions)
<48.63138°N 4.736042°W @ 2013-09-30T21:53:00
<48.6176°N 4.746652°W @ 2013-09-30T22:07:00
<48.59896°N 4.759847°W @ 2013-09-30T22:29:00
<48.59105°N 4.765948°W @ 2013-09-30T22:38:00
<48.58296°N 4.772465°W @ 2013-09-30T22:48:00
<48.57735°N 4.777303°W @ 2013-09-30T22:57:00
<48.56895°N 4.784357°W @ 2013-09-30T23:09:00
<48.5604°N 4.791322°W @ 2013-09-30T23:19:00
<48.55359°N 4.79621°W @ 2013-09-30T23:28:00
<48.54804°N 4.80065°W @ 2013-09-30T23:37:00
<48.54234°N 4.806085°W @ 2013-09-30T23:48:00
<48.53524°N 4.81503°W @ 2013-09-30T23:58:00
<48.5284°N 4.823473°W @ 2013-10-01T00:07:00
<48.52057°N 4.83262°W @ 2013-10-01T00:18:00
<48.51386°N 4.839393°W @ 2013-10-01T00:28:00
<48.50709°N 4.845634°W @ 2013-10-01T00:38:00
<48.49918°N 4.838582°W @ 2013-10-01T00:49:00
<48.49446°N 4.819802°W @ 2013-10-01T00:58:00
<48.48655°N 4.816893°W @ 2013-10-01T01:08:00
<48.47839°N 4.816945°W @ 2013-10-01T01:18:00
<48.47006°N 4.81413°W @ 2013-10-01T01:28:00
<48.45775°N 4.826177°W @ 2013-10-01T01:39:00
<48.45006°N 4.834052°W @ 2013-10-01T01:46:00
<48.43857°N 4.851336°W @ 2013-10-01T01:56:00
<48.42395°N 4.866776°W @ 2013-10-01T02:09:00
<48.4109°N 4.877863°W @ 2013-10-01T02:18:00
<48.40426°N 4.863073°W @ 2013-10-01T02:27:00
<48.39652°N 4.837791°W @ 2013-10-01T02:38:00
<48.39065°N 4.817785°W @ 2013-10-01T02:47:00
<48.38152°N 4.79274°W @ 2013-10-01T02:58:00
<48.36629°N 4.801432°W @ 2013-10-01T03:09:00
<48.3516°N 4.809077°W @ 2013-10-01T03:17:00
<48.3369°N 4.814715°W @ 2013-10-01T03:24:00
<48.31917°N 4.80032°W @ 2013-10-01T03:38:00
<48.31027°N 4.78325°W @ 2013-10-01T03:48:00
<48.30595°N 4.766247°W @ 2013-10-01T03:58:00
<48.2826°N 4.778302°W @ 2013-10-01T04:17:00
<48.25307°N 4.79705°W @ 2013-10-01T04:39:00
<48.24062°N 4.808133°W @ 2013-10-01T04:48:00
<48.23366°N 4.814392°W @ 2013-10-01T04:53:00
<48.19529°N 4.790048°W @ 2013-10-01T05:38:00
<48.18935°N 4.762812°W @ 2013-10-01T05:52:00
<48.18259°N 4.730021°W @ 2013-10-01T06:08:00
<48.1805°N 4.719835°W @ 2013-10-01T06:13:00
<48.17478°N 4.68859°W @ 2013-10-01T06:29:00
<48.17152°N 4.668935°W @ 2013-10-01T06:38:00
<48.16817°N 4.64768°W @ 2013-10-01T06:48:00
<48.16481°N 4.625593°W @ 2013-10-01T06:59:00
<48.16239°N 4.612717°W @ 2013-10-01T07:05:00
<48.15898°N 4.590912°W @ 2013-10-01T07:15:00
<48.15701°N 4.540112°W @ 2013-10-01T07:38:00
<48.15567°N 4.517597°W @ 2013-10-01T07:48:00
<48.15604°N 4.504892°W @ 2013-10-01T07:54:00
<48.15631°N 4.429845°W @ 2013-10-01T08:27:00
<48.15462°N 4.40916°W @ 2013-10-01T08:37:00
<48.15245°N 4.38726°W @ 2013-10-01T08:48:00
<48.14861°N 4.366175°W @ 2013-10-01T08:58:00
<48.14433°N 4.344972°W @ 2013-10-01T09:08:00
<48.14049°N 4.323781°W @ 2013-10-01T09:18:00
<48.12909°N 4.324013°W @ 2013-10-01T09:28:00
<48.11535°N 4.338435°W @ 2013-10-01T09:38:00
<48.104°N 4.340005°W @ 2013-10-01T09:49:00
<48.09969°N 4.339257°W @ 2013-10-01T09:57:00
<48.0996°N 4.339468°W @ 2013-10-01T10:10:00
<48.09961°N 4.339435°W @ 2013-10-01T10:31:00
DIEZEBORG (59 positions)
<49.99733°N 2.8355°W @ 2013-10-01T05:28:00
<49.98933°N 2.879°W @ 2013-10-01T05:38:00
<49.97033°N 2.9545°W @ 2013-10-01T05:57:00
<49.95733°N 3.003333°W @ 2013-10-01T06:09:00
<49.94767°N 3.037833°W @ 2013-10-01T06:18:00
<49.9335°N 3.076833°W @ 2013-10-01T06:28:00
<49.91667°N 3.119667°W @ 2013-10-01T06:39:00
<49.90133°N 3.158667°W @ 2013-10-01T06:49:00
<49.88717°N 3.201°W @ 2013-10-01T06:59:00
<49.8745°N 3.233333°W @ 2013-10-01T07:07:00
<49.86234°N 3.264833°W @ 2013-10-01T07:15:00
<49.841°N 3.318667°W @ 2013-10-01T07:28:00
<49.824°N 3.362°W @ 2013-10-01T07:39:00
<49.806°N 3.408167°W @ 2013-10-01T07:49:00
<49.796°N 3.4345°W @ 2013-10-01T07:55:00
<49.742°N 3.577667°W @ 2013-10-01T08:29:00
<49.72717°N 3.6145°W @ 2013-10-01T08:37:00
<49.7085°N 3.660833°W @ 2013-10-01T08:48:00
<49.69017°N 3.706833°W @ 2013-10-01T08:59:00
<49.67233°N 3.752333°W @ 2013-10-01T09:09:00
<49.65767°N 3.789667°W @ 2013-10-01T09:17:00
<49.63983°N 3.835833°W @ 2013-10-01T09:28:00
<49.62183°N 3.883167°W @ 2013-10-01T09:38:00
<49.60567°N 3.926167°W @ 2013-10-01T09:48:00
<49.5915°N 3.963667°W @ 2013-10-01T09:57:00
<49.55617°N 4.053833°W @ 2013-10-01T10:18:00
<49.53817°N 4.099167°W @ 2013-10-01T10:28:00
<49.527°N 4.126833°W @ 2013-10-01T10:35:00
<49.50483°N 4.181667°W @ 2013-10-01T10:48:00
<49.48734°N 4.2255°W @ 2013-10-01T10:58:00
<49.47033°N 4.269166°W @ 2013-10-01T11:09:00
<49.46033°N 4.296167°W @ 2013-10-01T11:15:00
<49.44°N 4.3485°W @ 2013-10-01T11:28:00
<49.42517°N 4.387°W @ 2013-10-01T11:38:00
<49.40867°N 4.429833°W @ 2013-10-01T11:48:00
<49.39333°N 4.469333°W @ 2013-10-01T11:58:00
<49.37883°N 4.509167°W @ 2013-10-01T12:08:00
<49.36567°N 4.544333°W @ 2013-10-01T12:17:00
<49.34917°N 4.584667°W @ 2013-10-01T12:28:00
<49.3345°N 4.625167°W @ 2013-10-01T12:38:00
<49.3185°N 4.6675°W @ 2013-10-01T12:49:00
<49.30633°N 4.699333°W @ 2013-10-01T12:57:00
<49.28883°N 4.744667°W @ 2013-10-01T13:09:00
<49.26233°N 4.813667°W @ 2013-10-01T13:28:00
<49.24967°N 4.846334°W @ 2013-10-01T13:37:00
<49.1645°N 5.063833°W @ 2013-10-01T14:37:00
<49.137°N 5.137333°W @ 2013-10-01T14:57:00
<49.102°N 5.2305°W @ 2013-10-01T15:22:00
<49.07867°N 5.292833°W @ 2013-10-01T15:39:00
<49.0685°N 5.319°W @ 2013-10-01T15:46:00
<48.967°N 5.5725°W @ 2013-10-01T16:52:00
<48.92933°N 5.6675°W @ 2013-10-01T17:17:00
<48.92167°N 5.686666°W @ 2013-10-01T17:21:00
<48.87567°N 5.784°W @ 2013-10-01T17:46:00
<48.84566°N 5.813°W @ 2013-10-01T17:57:00
<48.73883°N 5.904667°W @ 2013-10-01T18:35:00
<48.7125°N 5.927333°W @ 2013-10-01T18:44:00
<48.6845°N 5.951167°W @ 2013-10-01T18:54:00
<48.63983°N 5.987167°W @ 2013-10-01T19:09:00
DIKKE DRUYFF (5 positions)
<48.3773°N 4.440013°W @ 2013-10-01T17:56:00
<48.34902°N 4.553612°W @ 2013-10-01T18:38:00
<48.3408°N 4.581628°W @ 2013-10-01T18:48:00
<48.33266°N 4.60838°W @ 2013-10-01T18:58:00
<48.32171°N 4.726885°W @ 2013-10-01T19:38:00
DOUWE S (36 positions)
<48.89624°N 5.326532°W @ 2013-10-01T10:30:00
<48.9274°N 5.24888°W @ 2013-10-01T10:49:00
<48.93216°N 5.236872°W @ 2013-10-01T10:52:00
<48.95547°N 5.178065°W @ 2013-10-01T11:07:00
<48.96019°N 5.16587°W @ 2013-10-01T11:10:00
<48.99°N 5.086378°W @ 2013-10-01T11:29:00
<48.99945°N 5.060483°W @ 2013-10-01T11:35:00
<49.01181°N 5.02859°W @ 2013-10-01T11:43:00
<49.03227°N 4.975988°W @ 2013-10-01T11:56:00
<49.04573°N 4.938983°W @ 2013-10-01T12:05:00
<49.05323°N 4.917871°W @ 2013-10-01T12:10:00
<49.10545°N 4.77524°W @ 2013-10-01T12:44:00
<49.13263°N 4.70162°W @ 2013-10-01T13:01:00
<49.54282°N 3.6266°W @ 2013-10-01T17:21:00
<49.5859°N 3.525663°W @ 2013-10-01T17:48:00
<49.59969°N 3.492372°W @ 2013-10-01T17:57:00
<49.66243°N 3.331932°W @ 2013-10-01T18:38:00
<49.67855°N 3.291737°W @ 2013-10-01T18:49:00
<49.6944°N 3.252333°W @ 2013-10-01T18:59:00
<49.70751°N 3.219388°W @ 2013-10-01T19:08:00
<49.71986°N 3.187492°W @ 2013-10-01T19:16:00
<49.73903°N 3.137197°W @ 2013-10-01T19:29:00
<49.75204°N 3.103592°W @ 2013-10-01T19:37:00
<49.76783°N 3.060932°W @ 2013-10-01T19:48:00
<49.7807°N 3.020858°W @ 2013-10-01T19:58:00
<49.79486°N 2.97623°W @ 2013-10-01T20:09:00
<49.80475°N 2.944203°W @ 2013-10-01T20:17:00
<49.81775°N 2.90167°W @ 2013-10-01T20:27:00
<49.82899°N 2.858645°W @ 2013-10-01T20:38:00
<49.83791°N 2.815962°W @ 2013-10-01T20:48:00
<49.84592°N 2.772925°W @ 2013-10-01T20:58:00
<49.85312°N 2.733018°W @ 2013-10-01T21:07:00
<49.86066°N 2.689698°W @ 2013-10-01T21:18:00
<49.86775°N 2.64582°W @ 2013-10-01T21:28:00
<49.87434°N 2.603128°W @ 2013-10-01T21:39:00
<49.87975°N 2.568473°W @ 2013-10-01T21:47:00
DRECHTBORG (33 positions)
<49.99983°N 2.916333°W @ 2013-10-01T12:58:00
<49.97983°N 2.971333°W @ 2013-10-01T13:09:00
<49.94316°N 3.068167°W @ 2013-10-01T13:28:00
<49.924°N 3.120333°W @ 2013-10-01T13:38:00
<49.81617°N 3.405833°W @ 2013-10-01T14:37:00
<49.7825°N 3.494°W @ 2013-10-01T14:57:00
<49.73917°N 3.609167°W @ 2013-10-01T15:22:00
<49.70883°N 3.684333°W @ 2013-10-01T15:39:00
<49.695°N 3.7215°W @ 2013-10-01T15:47:00
<49.5455°N 4.114167°W @ 2013-10-01T17:13:00
<49.53°N 4.1545°W @ 2013-10-01T17:22:00
<49.4875°N 4.2675°W @ 2013-10-01T17:46:00
<49.471°N 4.3155°W @ 2013-10-01T17:56:00
<49.39583°N 4.524667°W @ 2013-10-01T18:39:00
<49.37717°N 4.572°W @ 2013-10-01T18:49:00
<49.35783°N 4.622167°W @ 2013-10-01T18:59:00
<49.34184°N 4.663167°W @ 2013-10-01T19:08:00
<49.32617°N 4.704°W @ 2013-10-01T19:16:00
<49.302°N 4.768°W @ 2013-10-01T19:29:00
<49.287°N 4.807333°W @ 2013-10-01T19:37:00
<49.26783°N 4.855834°W @ 2013-10-01T19:47:00
<49.24533°N 4.913167°W @ 2013-10-01T19:58:00
<49.2235°N 4.969333°W @ 2013-10-01T20:09:00
<49.20883°N 5.0085°W @ 2013-10-01T20:17:00
<49.1855°N 5.067167°W @ 2013-10-01T20:29:00
<49.1645°N 5.119°W @ 2013-10-01T20:39:00
<49.14583°N 5.164°W @ 2013-10-01T20:48:00
<49.1265°N 5.211167°W @ 2013-10-01T20:58:00
<49.10833°N 5.258°W @ 2013-10-01T21:07:00
<49.0905°N 5.3035°W @ 2013-10-01T21:17:00
<49.0705°N 5.355667°W @ 2013-10-01T21:27:00
<49.05133°N 5.406333°W @ 2013-10-01T21:38:00
<49.0335°N 5.454834°W @ 2013-10-01T21:48:00
ECUADOR STAR (12 positions)
<49.28112°N 4.95439°W @ 2013-10-01T14:33:00
<49.33134°N 4.762671°W @ 2013-10-01T14:58:00
<49.67277°N 3.493653°W @ 2013-10-01T17:48:00
<49.69312°N 3.426985°W @ 2013-10-01T17:57:00
<49.77276°N 3.123102°W @ 2013-10-01T18:37:00
<49.79287°N 3.041883°W @ 2013-10-01T18:48:00
<49.81245°N 2.960215°W @ 2013-10-01T18:59:00
<49.82944°N 2.889382°W @ 2013-10-01T19:08:00
<49.84352°N 2.822952°W @ 2013-10-01T19:16:00
<49.86182°N 2.725938°W @ 2013-10-01T19:29:00
<49.87609°N 2.645848°W @ 2013-10-01T19:39:00
<49.88864°N 2.572665°W @ 2013-10-01T19:48:00
ECUME DES JOURS (33 positions)
<49.4765°N 2.914333°W @ 2013-10-01T13:09:00
<49.49166°N 2.897333°W @ 2013-10-01T13:28:00
<49.49833°N 2.890667°W @ 2013-10-01T13:38:00
<49.53933°N 2.854667°W @ 2013-10-01T14:36:00
<49.55483°N 2.836333°W @ 2013-10-01T14:58:00
<49.57516°N 2.818833°W @ 2013-10-01T15:23:00
<49.58717°N 2.805°W @ 2013-10-01T15:38:00
<49.5935°N 2.7975°W @ 2013-10-01T15:46:00
<49.63526°N 2.771105°W @ 2013-10-01T16:53:00
<49.63436°N 2.793737°W @ 2013-10-01T17:18:00
<49.63521°N 2.797962°W @ 2013-10-01T17:22:00
<49.63983°N 2.822833°W @ 2013-10-01T17:48:00
<49.64167°N 2.831667°W @ 2013-10-01T17:56:00
<49.6475°N 2.833833°W @ 2013-10-01T18:39:00
<49.6435°N 2.8245°W @ 2013-10-01T18:49:00
<49.641°N 2.815667°W @ 2013-10-01T18:57:00
<49.63967°N 2.803833°W @ 2013-10-01T19:08:00
<49.63983°N 2.795°W @ 2013-10-01T19:17:00
<49.63567°N 2.802167°W @ 2013-10-01T19:28:00
<49.63117°N 2.811833°W @ 2013-10-01T19:38:00
<49.627°N 2.822833°W @ 2013-10-01T19:49:00
<49.6225°N 2.8325°W @ 2013-10-01T19:59:00
<49.61767°N 2.842333°W @ 2013-10-01T20:09:00
<49.61417°N 2.8495°W @ 2013-10-01T20:16:00
<49.60767°N 2.862667°W @ 2013-10-01T20:29:00
<49.60183°N 2.872833°W @ 2013-10-01T20:39:00
<49.596°N 2.883333°W @ 2013-10-01T20:49:00
<49.59117°N 2.892333°W @ 2013-10-01T20:58:00
<49.588°N 2.9015°W @ 2013-10-01T21:08:00
<49.59367°N 2.907667°W @ 2013-10-01T21:16:00
<49.58417°N 2.923667°W @ 2013-10-01T21:29:00
<49.5785°N 2.932667°W @ 2013-10-01T21:37:00
<49.5705°N 2.943667°W @ 2013-10-01T21:48:00
EDDYSTONE (25 positions)
<49.98602°N 4.58488°W @ 2013-10-01T00:48:00
<49.96977°N 4.637645°W @ 2013-10-01T00:58:00
<49.95343°N 4.691965°W @ 2013-10-01T01:09:00
<49.94045°N 4.735795°W @ 2013-10-01T01:17:00
<49.927°N 4.800442°W @ 2013-10-01T01:29:00
<49.91791°N 4.844117°W @ 2013-10-01T01:37:00
<49.90665°N 4.896887°W @ 2013-10-01T01:48:00
<49.89779°N 4.938529°W @ 2013-10-01T01:56:00
<49.88394°N 5.003052°W @ 2013-10-01T02:08:00
<49.87371°N 5.057478°W @ 2013-10-01T02:19:00
<49.86344°N 5.11049°W @ 2013-10-01T02:29:00
<49.85398°N 5.161139°W @ 2013-10-01T02:39:00
<49.85356°N 5.215842°W @ 2013-10-01T02:49:00
<49.86654°N 5.270118°W @ 2013-10-01T02:59:00
<49.881°N 5.310212°W @ 2013-10-01T03:07:00
<49.89566°N 5.36282°W @ 2013-10-01T03:17:00
<49.90425°N 5.419995°W @ 2013-10-01T03:28:00
<49.91275°N 5.476323°W @ 2013-10-01T03:38:00
<49.92239°N 5.531485°W @ 2013-10-01T03:48:00
<49.93157°N 5.583247°W @ 2013-10-01T03:58:00
<49.94041°N 5.640451°W @ 2013-10-01T04:08:00
<49.94734°N 5.696542°W @ 2013-10-01T04:18:00
<49.95941°N 5.746055°W @ 2013-10-01T04:28:00
<49.9723°N 5.799098°W @ 2013-10-01T04:38:00
<49.98533°N 5.852358°W @ 2013-10-01T04:48:00
EL AMANECER (84 positions)
<47.25663°N 3.145697°W @ 2013-09-30T21:55:00
<47.25783°N 3.097903°W @ 2013-09-30T22:08:00
<47.2659°N 3.021265°W @ 2013-09-30T22:28:00
<47.27163°N 2.98195°W @ 2013-09-30T22:38:00
<47.27968°N 2.942923°W @ 2013-09-30T22:49:00
<47.28313°N 2.908905°W @ 2013-09-30T22:57:00
<47.2872°N 2.86943°W @ 2013-09-30T23:08:00
<47.29172°N 2.82871°W @ 2013-09-30T23:18:00
<47.29594°N 2.792105°W @ 2013-09-30T23:28:00
<47.30261°N 2.750908°W @ 2013-09-30T23:39:00
<47.30735°N 2.71001°W @ 2013-09-30T23:49:00
<47.31312°N 2.67679°W @ 2013-09-30T23:58:00
<47.32165°N 2.63727°W @ 2013-10-01T00:09:00
<47.32775°N 2.606633°W @ 2013-10-01T00:17:00
<47.33518°N 2.562677°W @ 2013-10-01T00:29:00
<47.33981°N 2.53078°W @ 2013-10-01T00:37:00
<47.34748°N 2.514643°W @ 2013-10-01T00:47:00
<47.34747°N 2.514625°W @ 2013-10-01T00:58:00
<47.34745°N 2.51464°W @ 2013-10-01T01:09:00
<47.3474°N 2.514617°W @ 2013-10-01T01:18:00
<47.34736°N 2.514627°W @ 2013-10-01T01:29:00
<47.34737°N 2.514693°W @ 2013-10-01T01:31:00
<47.34744°N 2.514748°W @ 2013-10-01T01:49:00
<47.34743°N 2.514747°W @ 2013-10-01T02:08:00
<47.34739°N 2.514695°W @ 2013-10-01T02:18:00
<47.3427°N 2.517318°W @ 2013-10-01T02:29:00
<47.33737°N 2.550195°W @ 2013-10-01T02:38:00
<47.33154°N 2.590698°W @ 2013-10-01T02:48:00
<47.32662°N 2.631355°W @ 2013-10-01T02:59:00
<47.32128°N 2.67239°W @ 2013-10-01T03:09:00
<47.31694°N 2.705008°W @ 2013-10-01T03:18:00
<47.31195°N 2.743268°W @ 2013-10-01T03:28:00
<47.30613°N 2.7847°W @ 2013-10-01T03:39:00
<47.30205°N 2.8179°W @ 2013-10-01T03:47:00
<47.29897°N 2.85922°W @ 2013-10-01T03:58:00
<47.30922°N 2.898388°W @ 2013-10-01T04:08:00
<47.32135°N 2.936118°W @ 2013-10-01T04:19:00
<47.33057°N 2.964802°W @ 2013-10-01T04:27:00
<47.34263°N 3.001527°W @ 2013-10-01T04:38:00
<47.35543°N 3.040248°W @ 2013-10-01T04:48:00
<47.36339°N 3.063378°W @ 2013-10-01T04:55:00
<47.40683°N 3.194145°W @ 2013-10-01T05:29:00
<47.41717°N 3.227053°W @ 2013-10-01T05:38:00
<47.43751°N 3.29757°W @ 2013-10-01T05:57:00
<47.44807°N 3.337952°W @ 2013-10-01T06:08:00
<47.45947°N 3.375383°W @ 2013-10-01T06:18:00
<47.47124°N 3.41268°W @ 2013-10-01T06:29:00
<47.47853°N 3.445017°W @ 2013-10-01T06:37:00
<47.486°N 3.487362°W @ 2013-10-01T06:48:00
<47.49758°N 3.529933°W @ 2013-10-01T06:59:00
<47.51064°N 3.561415°W @ 2013-10-01T07:08:00
<47.51829°N 3.582032°W @ 2013-10-01T07:14:00
<47.53586°N 3.630947°W @ 2013-10-01T07:27:00
<47.54043°N 3.643432°W @ 2013-10-01T07:31:00
<47.56888°N 3.643495°W @ 2013-10-01T08:47:00
<47.56178°N 3.64383°W @ 2013-10-01T09:07:00
<47.56454°N 3.646613°W @ 2013-10-01T09:19:00
<47.57123°N 3.643307°W @ 2013-10-01T09:27:00
<47.57659°N 3.639038°W @ 2013-10-01T09:31:00
<47.43483°N 3.410995°W @ 2013-10-01T16:53:00
<47.42668°N 3.319637°W @ 2013-10-01T17:17:00
<47.42474°N 3.312278°W @ 2013-10-01T17:23:00
<47.40096°N 3.217235°W @ 2013-10-01T17:46:00
<47.39029°N 3.177935°W @ 2013-10-01T17:57:00
<47.3503°N 3.043995°W @ 2013-10-01T18:38:00
<47.33912°N 3.008043°W @ 2013-10-01T18:48:00
<47.32861°N 2.971922°W @ 2013-10-01T18:59:00
<47.31783°N 2.934673°W @ 2013-10-01T19:09:00
<47.31215°N 2.914482°W @ 2013-10-01T19:15:00
<47.30231°N 2.867283°W @ 2013-10-01T19:28:00
<47.30095°N 2.828428°W @ 2013-10-01T19:38:00
<47.30501°N 2.79135°W @ 2013-10-01T19:49:00
<47.30875°N 2.760695°W @ 2013-10-01T19:57:00
<47.31395°N 2.724088°W @ 2013-10-01T20:07:00
<47.31888°N 2.691237°W @ 2013-10-01T20:16:00
<47.32465°N 2.643557°W @ 2013-10-01T20:29:00
<47.3306°N 2.604973°W @ 2013-10-01T20:39:00
<47.33545°N 2.571308°W @ 2013-10-01T20:48:00
<47.3399°N 2.531343°W @ 2013-10-01T20:58:00
<47.34797°N 2.514203°W @ 2013-10-01T21:08:00
<47.34802°N 2.514283°W @ 2013-10-01T21:17:00
<47.34799°N 2.514272°W @ 2013-10-01T21:26:00
<47.34796°N 2.514265°W @ 2013-10-01T21:35:00
<47.34799°N 2.514238°W @ 2013-10-01T21:44:00
EL ARRANQUE (74 positions)
<47.87072°N 3.913367°W @ 2013-09-30T21:57:00
<47.87071°N 3.913373°W @ 2013-09-30T22:09:00
<47.87072°N 3.913393°W @ 2013-09-30T22:21:00
<47.87071°N 3.913383°W @ 2013-09-30T22:33:00
<47.8707°N 3.913375°W @ 2013-09-30T22:54:00
<47.8707°N 3.913372°W @ 2013-09-30T23:03:00
<47.87071°N 3.913367°W @ 2013-09-30T23:21:00
<47.87072°N 3.913368°W @ 2013-09-30T23:30:00
<47.8707°N 3.913368°W @ 2013-09-30T23:42:00
<47.87072°N 3.913363°W @ 2013-09-30T23:54:00
<47.87071°N 3.913367°W @ 2013-10-01T00:09:00
<47.87071°N 3.91338°W @ 2013-10-01T00:18:00
<47.87071°N 3.913357°W @ 2013-10-01T00:39:00
<47.87071°N 3.913365°W @ 2013-10-01T00:48:00
<47.87072°N 3.913377°W @ 2013-10-01T00:57:00
<47.87071°N 3.913373°W @ 2013-10-01T01:06:00
<47.8707°N 3.913392°W @ 2013-10-01T01:15:00
<47.87072°N 3.913382°W @ 2013-10-01T01:27:00
<47.87071°N 3.913355°W @ 2013-10-01T01:39:00
<47.87072°N 3.913382°W @ 2013-10-01T01:51:00
<47.87071°N 3.913355°W @ 2013-10-01T02:09:00
<47.87072°N 3.913365°W @ 2013-10-01T02:18:00
<47.87072°N 3.91336°W @ 2013-10-01T02:27:00
<47.87071°N 3.913367°W @ 2013-10-01T02:36:00
<47.87069°N 3.913373°W @ 2013-10-01T02:45:00
<47.87071°N 3.91338°W @ 2013-10-01T02:54:00
<47.87071°N 3.91336°W @ 2013-10-01T03:03:00
<47.87071°N 3.913363°W @ 2013-10-01T03:12:00
<47.87071°N 3.913365°W @ 2013-10-01T03:21:00
<47.8707°N 3.913367°W @ 2013-10-01T03:33:00
<47.87071°N 3.91337°W @ 2013-10-01T03:45:00
<47.87071°N 3.91338°W @ 2013-10-01T03:57:00
<47.87069°N 3.91336°W @ 2013-10-01T04:09:00
<47.8707°N 3.91337°W @ 2013-10-01T04:21:00
<47.87071°N 3.913375°W @ 2013-10-01T04:36:00
<47.87072°N 3.913367°W @ 2013-10-01T04:45:00
<47.87071°N 3.913367°W @ 2013-10-01T04:54:00
<47.87072°N 3.913387°W @ 2013-10-01T05:21:00
<47.87071°N 3.913385°W @ 2013-10-01T05:39:00
<47.87071°N 3.913393°W @ 2013-10-01T05:57:00
<47.87071°N 3.91339°W @ 2013-10-01T06:06:00
<47.87071°N 3.913402°W @ 2013-10-01T06:15:00
<47.87072°N 3.913395°W @ 2013-10-01T06:27:00
<47.87071°N 3.9134°W @ 2013-10-01T06:36:00
<47.87071°N 3.913385°W @ 2013-10-01T06:45:00
<47.87071°N 3.913392°W @ 2013-10-01T06:54:00
<47.87072°N 3.913375°W @ 2013-10-01T07:03:00
<47.87071°N 3.9134°W @ 2013-10-01T07:12:00
<47.87073°N 3.913388°W @ 2013-10-01T07:21:00
<47.87072°N 3.913415°W @ 2013-10-01T07:39:00
<47.87073°N 3.913402°W @ 2013-10-01T07:51:00
<47.87071°N 3.913398°W @ 2013-10-01T08:27:00
<47.87072°N 3.913377°W @ 2013-10-01T08:36:00
<47.87072°N 3.913382°W @ 2013-10-01T08:48:00
<47.87072°N 3.913388°W @ 2013-10-01T08:57:00
<47.87072°N 3.913392°W @ 2013-10-01T09:06:00
<47.87071°N 3.913377°W @ 2013-10-01T09:15:00
<47.87069°N 3.913373°W @ 2013-10-01T09:24:00
<47.87072°N 3.913377°W @ 2013-10-01T09:33:00
<47.87072°N 3.913382°W @ 2013-10-01T09:42:00
<47.87071°N 3.913392°W @ 2013-10-01T09:51:00
<47.87072°N 3.913387°W @ 2013-10-01T10:12:00
<47.87071°N 3.913385°W @ 2013-10-01T10:21:00
<47.87072°N 3.913387°W @ 2013-10-01T10:30:00
<47.8707°N 3.913375°W @ 2013-10-01T10:48:00
